property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate,reviewed_price,reviewed_listing_intent,reviewer_notes,include_in_reviewed_training
moso-compounded-house-maseru-private-hospital-area-28,mosoholdings,Compounded House,"Compounded House M7,000/mo Maseru Private Hospital Area Residential Bedrooms: 2 / Baths: 1 / Gym equipment / Automate gate","Thepa ena ya mofuta wa house e fumaneha Maseru Private Hospital Area. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 7,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7000,LSL,Maseru,Maseru Private Hospital Area,House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-compounded-house-maseru-private-hospital-area-28\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0TTBqGDSTRv55X4KW6kWxmLDQgja5kWFPrQ37WVWwSqMGE8x8GiU6vv2ybz99zJPxl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,text_match,Maseru Private Hospital Area,residential,House,2,train,,True,True,,,,True
moso-stand-alone-house-fairview-lower-thetsane-29,mosoholdings,Stand Alone House,"Stand Alone House M9,000/mo Fairview, Lower Thetsane Residential Bedrooms: 2 / Baths: 1 / Automated gate / Fitted kitchen and 1 bedroom","Thepa ena ya mofuta wa house e fumaneha Fairview, Lower Thetsane. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 9,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",9000,LSL,Lower Thetsane,"Fairview, Lower Thetsane",House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-fairview-lower-thetsane-29\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02DqNwMJJC2iMtrGSg1PaoojrPPxT6t29ej8DosowzN9qfB2qEc9va8BM3dNNT2cVNl,Good,Traditional,Hillside,"""[]""",rent,1,Lesotho,Maseru,locality_match,Fairview,residential,House,1,train,,True,True,,,Auto-corrected bedroom label from 2 to 1 using title/description text. Auto-corrected bedroom label from 2 to 1 using title/description text.,True
moso-stand-alone-house-thetsane-west-30,mosoholdings,Stand Alone House,"Stand Alone House M30,000/mo Thetsane West Residential Bedrooms: 4 / Baths: 3 / 2 Guest toilets / Fully furnished","Thepa ena ya mofuta wa house e fumaneha Thetsane West. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 30,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",30000,LSL,Thetsane West,Thetsane West,House,4,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-thetsane-west-30\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02aUydBkikXqB4CeKoNAmuG4AK8tFWarVauEGybEmtBTV6JRjxuQPjqUkB4DALgbjrl,Good,Traditional,Suburban,"""[\""furnished\""]""",rent,1,Lesotho,Maseru,locality_match,Thetsane West,residential,House,4,train,,True,True,,,,True
moso-double-storey-stand-alone-house-katlehong-31,mosoholdings,Double Storey Stand Alone House,"Double Storey Stand Alone House M30,000/mo Katlehong Residential Bedrooms: 3 / Baths: 2 / Semi furnished / Wifi / Double garage","Thepa ena ya mofuta wa house e fumaneha Katlehong. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 30,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",30000,LSL,Katlehong,Katlehong,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-stand-alone-house-katlehong-31\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0CuyXkwrMp2gKJ47eH6VwgzLowy8zx6XrojhH3ufnWtJiXEoNweV3Pi2QWKpYjcaXl,Good,Traditional,Suburban,"""[\""garage\"", \""furnished\""]""",rent,1,Lesotho,Maseru,locality_match,Katlehong,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-thetsane-west-32,mosoholdings,Stand Alone House,"Stand Alone House M13,000/mo Thetsane West Residential Bedrooms: 2 / Baths: 1 / Automated gate / Fully furnished / Wifi","Thepa ena ya mofuta wa house e fumaneha Thetsane West. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 13,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",13000,LSL,Thetsane West,Thetsane West,House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-thetsane-west-32\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0ipfmfMhdsX47pRuVX2skGMJzKqn8a5pzEf8rs9ibpjPZzNJe3HbZ7Xied2Tyq1P6l,Good,Traditional,Suburban,"""[\""furnished\""]""",rent,1,Lesotho,Maseru,locality_match,Thetsane West,residential,House,2,test,,True,True,,,,True
moso-stand-alone-house-masowe-3-33,mosoholdings,Stand Alone House,"Stand Alone House M6,000/mo Masowe 3 Residential Bedrooms: 2 / Baths: 1 / Fully fitted","Thepa ena ya mofuta wa house e fumaneha Masowe 3. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 6,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6000,LSL,Masowe 3,Masowe 3,House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-masowe-3-33\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02wkiuJ4KcUvbRCF2jQ1pSg2ryVN2X7t1K2dFKc4ZQpAEb3cetFXx7UFnREeoUKVdzl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,Masowe 3,residential,House,2,train,,True,True,,,,True
moso-stand-alone-house-thetsane-west-34,mosoholdings,Stand Alone House,"Stand Alone House M10,000/mo Thetsane West Residential Bedrooms: 2 / Baths: 2 ensuite / Single garage","Thepa ena ya mofuta wa house e fumaneha Thetsane West. E na le dikamore tse 2 le dibate tse 2 mme e fumaneha ka theko ya M 10,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",10000,LSL,Thetsane West,Thetsane West,House,2,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-thetsane-west-34\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02r6sg7ecBX1AAhNXMMNRSSyYUF8miC8oGiTD9spDYgfMv4MRjPiFsp4dJi9Rc9r27l,Good,Traditional,Suburban,"""[\""garage\""]""",rent,1,Lesotho,Maseru,locality_match,Thetsane West,residential,House,2,test,,True,True,,,,True
moso-double-storey-stand-alone-house-thetsane-west-35,mosoholdings,Double Storey Stand Alone House,"Double Storey Stand Alone House M20,000/mo Thetsane West Residential Bedrooms: 3 / Baths: 2.5 / Automated gate / Electric fence","Thepa ena ya mofuta wa house e fumaneha Thetsane West. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 20,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",20000,LSL,Thetsane West,Thetsane West,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-stand-alone-house-thetsane-west-35\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0ipfmfMhdsX47pRuVX2skGMJzKqn8a5pzEf8rs9ibpjPZzNJe3HbZ7Xied2Tyq1P6l,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,Thetsane West,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-maseru-west-36,mosoholdings,Stand Alone House,"Stand Alone House M22,000/mo Maseru West Residential Bedrooms: 3 / Baths: 1 / Fully furnished / Guard house","Thepa ena ya mofuta wa house e fumaneha Maseru West. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 22,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",22000,LSL,Maseru,Maseru West,House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-maseru-west-36\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02gPMKiMTJovwF42jfFbh5yVEo1Ltw3ZJpcuerzjchyA4M6MkAZKFgz8KuEFTgjN3kl,Good,Traditional,Suburban,"""[\""furnished\""]""",rent,1,Lesotho,Maseru,text_match,Maseru West,residential,House,3,train,,True,True,,,,True
moso-compunded-house-lower-thetsane-37,mosoholdings,Compunded House,"Compunded House M20,000/mo Lower Thetsane Residential Bedrooms: 2 / Baths: 2 / Fully Furnished / Single garage","Thepa ena ya mofuta wa house e fumaneha Lower Thetsane. E na le dikamore tse 2 le dibate tse 2 mme e fumaneha ka theko ya M 20,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",20000,LSL,Lower Thetsane,Lower Thetsane,House,2,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-compunded-house-lower-thetsane-37\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0iJRE4THAZ4Mbjb6fSiTKYDNWijYmLda9L2nYhsCm48NN4Np1GVXFsd1taQkrQRRul,Good,Traditional,Suburban,"""[\""garage\"", \""furnished\""]""",rent,1,Lesotho,Maseru,locality_match,Lower Thetsane,residential,House,2,train,,True,True,,,,True
moso-double-storey-stand-alone-house-masowe-3-38,mosoholdings,Double Storey Stand Alone House,"Double Storey Stand Alone House M15,000/mo Masowe 3 Residential Bedrooms: 3 / Baths: 2.5 / Automated gate / Electric fence","Thepa ena ya mofuta wa house e fumaneha Masowe 3. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Masowe 3,Masowe 3,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-stand-alone-house-masowe-3-38\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0nZn8gG7bUP7VPWqEE8dQxvXmxaBPgybnhKsjD1MiSEiwyPTeLrM97HEganXSRjSUl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,Masowe 3,residential,House,3,train,,True,True,,,,True
moso-double-storey-house-masowe-4-39,mosoholdings,Double Storey House,"Double Storey House M20,000/mo OR M3.5m sale Masowe 4 Residential Bedrooms: 3 / Baths: 2.5 / Double Garage / Automated Gate","Thepa ena ya mofuta wa house e fumaneha Masowe 4. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 20,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",20000,LSL,Masowe 4,Masowe 4,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-house-masowe-4-39\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0yXpS8bh2J67HxazhFTXvk1nsfA4kDy4gdNE8LHdAKdj6VtdfKEpRrnFLkhBbCgCCl,Good,Traditional,Suburban,"""[\""garage\""]""",rent,1,Lesotho,Maseru,locality_match,Masowe 4,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-thetsane-maseru-private-hospital-area-40,mosoholdings,Stand Alone House,"Stand Alone House M18,000/mo Thetsane, Maseru Private Hospital Area Residential Bedrooms: 3 / Baths: 3.5 / Fully Fitted/ Walk-in closet","Thepa ena ya mofuta wa house e fumaneha Thetsane, Maseru Private Hospital Area. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 18,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",18000,LSL,Maseru,"Thetsane, Maseru Private Hospital Area",House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-thetsane-maseru-private-hospital-area-40\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02vBLSyxs6eSvyRkF2KFqA9fBHUUxjETmamvXQuf7hXGcTawBr58X7JUs5pYpPpzFl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,text_match,Thetsane,residential,House,3,train,,True,True,,,,True
moso-double-storey-stand-alone-house-masowe-4-41,mosoholdings,Double Storey Stand Alone House,"Double Storey Stand Alone House M30,000/mo Masowe 4 Residential Bedrooms: 3 / Baths: 3.5 / Walk-in closet / Electric fence","Thepa ena ya mofuta wa house e fumaneha Masowe 4. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 30,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",30000,LSL,Masowe 4,Masowe 4,House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-stand-alone-house-masowe-4-41\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0kY3uT29eXiin7JUcFAcT3mk7EKRKo3cVzVEWC4J1nE8aYv6d3v2QNFVaVKJRdxkUl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,Masowe 4,residential,House,3,test,,True,True,,,,True
moso-stand-alone-house-maseru-west-42,mosoholdings,Stand Alone House,"Stand Alone House M20,000/mo Maseru West Residential Bedrooms: 3 / Baths: 2 / Double Garage / Automated Gate / Electric fence / 24/7 Security","Thepa ena ya mofuta wa house e fumaneha Maseru West. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 20,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",20000,LSL,Maseru,Maseru West,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-maseru-west-42\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02rQ2Aehju7RdoVX81rsJYGz6nVUFjHgpkU5AsoK1ujo93F84cZ1FyPTDsmkzeTzCVl,Good,Traditional,Suburban,"""[\""garage\"", \""security\""]""",rent,1,Lesotho,Maseru,text_match,Maseru West,residential,House,3,test,,True,True,,,,True
moso-stand-alone-house-thetsane-lecoop-43,mosoholdings,Stand Alone House,"Stand Alone House M6,500/mo Thetsane, Lecoop Residential Bedrooms: 3 / Baths: 2 / Fully Fitted/ Paved yard and Well maintained lawn https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02H9hgpDvZ5fjaKk2oh2U4zZ7aXVxB7n5LvFYW37Jq3nAp4ehdLnyAvZN7vLfKysstl","Thepa ena ya mofuta wa house e fumaneha Thetsane, Lecoop. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 6,500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6500,LSL,Lecoop,"Thetsane, Lecoop",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-thetsane-lecoop-43\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02H9hgpDvZ5fjaKk2oh2U4zZ7aXVxB7n5LvFYW37Jq3nAp4ehdLnyAvZN7vLfKysstl,Good,Family,Garden,"""[\""yard\""]""",rent,1,Lesotho,Maseru,locality_match,Thetsane,residential,House,3,val,,True,True,,,,True
moso-stand-alone-house-mpilo-estates-45,mosoholdings,Stand Alone House,"Stand Alone House M17,000/mo Mpilo Estates Residential Bedrooms: 3 / Baths: 2 / Double Garage / Automated Gate / 24/7 Security https://www.facebook.com/MOSSHOLDINGS/posts/pfbid03pdhZWusqW6sfLMj1xL4f5MVo8uZPy4v5fdWWHTNjjQCpYWXHrsPGPmtrfzJGeDnl","Thepa ena ya mofuta wa house e fumaneha Mpilo Estates. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 17,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",17000,LSL,Mpilo Estates,Mpilo Estates,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-mpilo-estates-45\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid03pdhZWusqW6sfLMj1xL4f5MVo8uZPy4v5fdWWHTNjjQCpYWXHrsPGPmtrfzJGeDnl,Good,Traditional,Suburban,"""[\""garage\"", \""security\""]""",rent,1,Lesotho,Maseru,locality_match,Mpilo Estates,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-mohalalitoe-46,mosoholdings,Stand Alone House,"Stand Alone House M20,000/mo Mohalalitoe Residential Bedrooms: 3 / Baths: 2 / Fully Furnished / 24/7 Security / Uncapped WiFi https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0nWV9DMouULixZKTZ8YHjcFKMBgig8hi5cMeWJVv4mjA47oc2K7WnJkVLuhJ4ZpzQl","Thepa ena ya mofuta wa house e fumaneha Mohalalitoe. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 20,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",20000,LSL,Mohalalitoe,Mohalalitoe,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-mohalalitoe-46\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0nWV9DMouULixZKTZ8YHjcFKMBgig8hi5cMeWJVv4mjA47oc2K7WnJkVLuhJ4ZpzQl,Good,Traditional,Suburban,"""[\""security\"", \""furnished\""]""",rent,1,Lesotho,Maseru,locality_match,Mohalalitoe,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-tsosane-48,mosoholdings,Stand Alone House,"Stand Alone House M1,200,000 Sale Price M5,000/mo Rental Price Tsosane Residential Bedrooms: 3 / Baths: 1 / Double Garage / Automated Gate https://www.facebook.com/MOSSHOLDINGS/posts/pfbid024gi8tUjj6RVGZZ3GWLAHbSZx67pyfzGoe9BvaMa9JbRZCQA4UGtwJjwatULxtQjbl","Thepa ena ya mofuta wa house e fumaneha Tsosane. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 1,200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1200000,LSL,Tsosane,Tsosane,House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-tsosane-48\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid024gi8tUjj6RVGZZ3GWLAHbSZx67pyfzGoe9BvaMa9JbRZCQA4UGtwJjwatULxtQjbl,Good,Traditional,Suburban,"""[\""garage\""]""",sale,1,Lesotho,Maseru,locality_match,Tsosane,residential,House,3,train,,True,True,1200000.0,sale,nan Checked manually: source mixes sale and rental text. Keep sale price for structured metadata and treat the rental text as secondary marketing info.,True
moso-double-storey-house-katlehong-49,mosoholdings,Double Storey House,"Double Storey House M30,000/mo Katlehong Residential Bedrooms: 3 / Baths: 2 / Semi Furnished / 2 Lounge Areas / Study https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02fZAw3gg3a8RJ15EBe5uTYGmNsVj7UyUEXGqiLXdbZz5kPFwX9UgFgyqoEbHRLV92l","Thepa ena ya mofuta wa house e fumaneha Katlehong. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 30,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",30000,LSL,Katlehong,Katlehong,House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-house-katlehong-49\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02fZAw3gg3a8RJ15EBe5uTYGmNsVj7UyUEXGqiLXdbZz5kPFwX9UgFgyqoEbHRLV92l,Good,Traditional,Suburban,"""[\""furnished\""]""",rent,1,Lesotho,Maseru,locality_match,Katlehong,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-ha-hoohlo-50,mosoholdings,Stand Alone House,"Stand Alone House M7,500/mo Ha Hoohlo Residential Bedrooms: 2 / Baths: 1 / Fully Fitted https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0RBa9ZwgUkvAwkeYXPZiRTTBEYRP54zQu3HSjAKfZRjbtaZJFJ897boJzcGMbaaYhl","Thepa ena ya mofuta wa house e fumaneha Ha Hoohlo. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 7,500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7500,LSL,Ha Hoohlo,Ha Hoohlo,House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-ha-hoohlo-50\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0RBa9ZwgUkvAwkeYXPZiRTTBEYRP54zQu3HSjAKfZRjbtaZJFJ897boJzcGMbaaYhl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,source_default,Ha Hoohlo,residential,House,2,train,,True,True,,,,True
moso-city-center-house-thetsane-west-51,mosoholdings,City Center House,"City Center House M15,000/mo Thetsane West Residential Bedrooms: 3 / Baths: 4.5","Thepa ena ya mofuta wa house e fumaneha Thetsane West. E na le dikamore tse 3 le dibate tse 4 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Thetsane West,Thetsane West,House,3,4,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-city-center-house-thetsane-west-51\\\\image_1.jpg\""]""",https://mosoholdings.co.ls/listings-search/,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,Thetsane West,residential,House,3,train,,True,True,,,,True
moso-double-storey-house-lower-thetsane-52,mosoholdings,Double Storey House,"Double Storey House M38,000/mo Lower Thetsane Residential Bedrooms: 5 / Baths: 2.5 https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02GcKMJgmcAMDvULmrCwW2S3cwm5bpXB6m8p2mfCf6GSXNNuyYwfjzguxyFndDnXM9l","Thepa ena ya mofuta wa house e fumaneha Lower Thetsane. E na le dikamore tse 5 le dibate tse 2 mme e fumaneha ka theko ya M 38,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",38000,LSL,Lower Thetsane,Lower Thetsane,House,5,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-double-storey-house-lower-thetsane-52\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02GcKMJgmcAMDvULmrCwW2S3cwm5bpXB6m8p2mfCf6GSXNNuyYwfjzguxyFndDnXM9l,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,Lower Thetsane,residential,House,5+,test,,True,True,,,,True
